revolution,category,n_holding,share_holding,n_primary,share_primary,level
Glorious Revolution,Nobility & Kinship,722,0.2309660908509277,298,0.09532949456174024,group
Glorious Revolution,Religion,515,0.16474728087012155,358,0.1145233525271913,group
Glorious Revolution,Learning & Culture,977,0.3125399872040947,736,0.23544465770953296,group
American Revolution,Politics,1957,0.6690598290598291,1326,0.4533333333333333,sector
American Revolution,Administration & Law,726,0.24820512820512822,416,0.14222222222222222,sector
American Revolution,Military,744,0.25435897435897437,376,0.12854700854700854,sector
American Revolution,Religion,189,0.06461538461538462,122,0.04170940170940171,sector
American Revolution,Nobility,53,0.01811965811965812,17,0.005811965811965812,sector
American Revolution,Kinship,186,0.06358974358974359,51,0.017435897435897435,sector
American Revolution,Big business,218,0.07452991452991453,104,0.035555555555555556,sector
American Revolution,Small business,263,0.08991452991452992,72,0.024615384615384615,sector
American Revolution,Academia,241,0.0823931623931624,143,0.04888888888888889,sector
American Revolution,Exploration & Invention,121,0.041367521367521365,70,0.023931623931623933,sector
American Revolution,Culture (core),219,0.07487179487179488,176,0.06017094017094017,sector
American Revolution,Culture (periphery),77,0.026324786324786326,48,0.01641025641025641,sector
American Revolution,Sport & Games,7,0.002393162393162393,4,0.0013675213675213675,sector
American Revolution,Politics,1957,0.6690598290598291,1326,0.4533333333333333,group
American Revolution,Administration & Law,726,0.24820512820512822,416,0.14222222222222222,group
American Revolution,Military,744,0.25435897435897437,376,0.12854700854700854,group
American Revolution,Business,459,0.15692307692307692,176,0.06017094017094017,group
American Revolution,Nobility & Kinship,232,0.07931623931623932,68,0.023247863247863248,group
American Revolution,Religion,189,0.06461538461538462,122,0.04170940170940171,group
American Revolution,Learning & Culture,602,0.2058119658119658,437,0.1494017094017094,group
French Revolution,Politics,6549,0.5162790697674419,5352,0.42191564840362633,sector
French Revolution,Administration & Law,1211,0.09546708711076074,571,0.045013795821836816,sector
French Revolution,Military,3296,0.2598344501379582,2274,0.17926685061095782,sector
French Revolution,Religion,894,0.07047694126921561,578,0.04556562869530942,sector
French Revolution,Nobility,644,0.0507686243594797,187,0.01474182104848246,sector
French Revolution,Kinship,377,0.02972014189988175,59,0.004651162790697674,sector
French Revolution,Big business,322,0.02538431217973985,160,0.012613322822230981,sector
French Revolution,Small business,592,0.04666929444225463,198,0.01560898699251084,sector
French Revolution,Academia,1367,0.10776507686243594,997,0.0785967678360268,sector
French Revolution,Exploration & Invention,420,0.03310997240835633,243,0.019156484036263303,sector
French Revolution,Culture (core),1995,0.15727236893969254,1683,0.13267638943634213,sector
French Revolution,Culture (periphery),691,0.05447378793851005,362,0.028537642885297594,sector
French Revolution,Sport & Games,42,0.0033109972408356327,21,0.0016554986204178163,sector
French Revolution,Politics,6549,0.5162790697674419,5352,0.42191564840362633,group
French Revolution,Administration & Law,1211,0.09546708711076074,571,0.045013795821836816,group
French Revolution,Military,3296,0.2598344501379582,2274,0.17926685061095782,group
French Revolution,Business,869,0.06850610957824202,358,0.02822230981474182,group
French Revolution,Nobility & Kinship,941,0.07418210484824596,246,0.019392983839180134,group
French Revolution,Religion,894,0.07047694126921561,578,0.04556562869530942,group
French Revolution,Learning & Culture,3812,0.30051241623965314,3285,0.25896728419392984,group
Latin American independence,Politics,1893,0.6360887096774194,1286,0.4321236559139785,sector
Latin American independence,Administration & Law,450,0.15120967741935484,232,0.07795698924731183,sector
Latin American independence,Military,1087,0.365255376344086,723,0.24294354838709678,sector
Latin American independence,Religion,272,0.0913978494623656,131,0.04401881720430108,sector
Latin American independence,Nobility,148,0.04973118279569892,81,0.02721774193548387,sector
Latin American independence,Kinship,260,0.08736559139784947,55,0.018481182795698926,sector
Latin American independence,Big business,139,0.04670698924731183,57,0.019153225806451613,sector
Latin American independence,Small business,180,0.06048387096774194,23,0.007728494623655914,sector
Latin American independence,Academia,197,0.06619623655913978,128,0.043010752688172046,sector
Latin American independence,Exploration & Invention,84,0.028225806451612902,35,0.011760752688172043,sector
Latin American independence,Culture (core),224,0.07526881720430108,166,0.05577956989247312,sector
Latin American independence,Culture (periphery),112,0.03763440860215054,46,0.015456989247311828,sector
Latin American independence,Sport & Games,38,0.012768817204301076,13,0.004368279569892473,sector
Latin American independence,Politics,1893,0.6360887096774194,1286,0.4321236559139785,group
Latin American independence,Administration & Law,450,0.15120967741935484,232,0.07795698924731183,group
Latin American independence,Military,1087,0.365255376344086,723,0.24294354838709678,group
Latin American independence,Business,308,0.10349462365591398,80,0.026881720430107527,group
Latin American independence,Nobility & Kinship,385,0.12936827956989247,136,0.0456989247311828,group
Latin American independence,Religion,272,0.0913978494623656,131,0.04401881720430108,group
Latin American independence,Learning & Culture,535,0.1797715053763441,375,0.12600806451612903,group
Revolutions of 1848,Politics,11303,0.3055030001621709,8698,0.23509378885345153,sector
Revolutions of 1848,Administration & Law,4487,0.12127682577436619,2171,0.058678847505270554,sector
Revolutions of 1848,Military,3352,0.0905994918644251,2215,0.05986810097843127,sector
Revolutions of 1848,Religion,2681,0.07246337639872426,1687,0.04559705930050273,sector
Revolutions of 1848,Nobility,1749,0.047272825558138276,593,0.016027893399643223,sector
Revolutions of 1848,Kinship,1120,0.030271906589545382,116,0.0031353046110600574,sector
Revolutions of 1848,Big business,1988,0.05373263419644305,1192,0.03221795772744473,sector
Revolutions of 1848,Small business,3137,0.08478836693875344,960,0.02594734850532461,sector
Revolutions of 1848,Academia,9591,0.2592302286610087,7340,0.19838910211362776,sector
Revolutions of 1848,Exploration & Invention,1182,0.031947672847180926,621,0.01678469106438186,sector
Revolutions of 1848,Culture (core),11096,0.2999081031407103,9760,0.2637980431374669,sector
Revolutions of 1848,Culture (periphery),3040,0.08216660360019461,1537,0.04154278609654576,sector
Revolutions of 1848,Sport & Games,194,0.005243526677117682,108,0.002919076706849019,sector
Revolutions of 1848,Politics,11303,0.3055030001621709,8698,0.23509378885345153,group
Revolutions of 1848,Administration & Law,4487,0.12127682577436619,2171,0.058678847505270554,group
Revolutions of 1848,Military,3352,0.0905994918644251,2215,0.05986810097843127,group
Revolutions of 1848,Business,4730,0.12784474836477647,2152,0.05816530623276934,group
Revolutions of 1848,Nobility & Kinship,2670,0.07216606303043407,709,0.01916319801070328,group
Revolutions of 1848,Religion,2681,0.07246337639872426,1687,0.04559705930050273,group
Revolutions of 1848,Learning & Culture,21231,0.5738418292880696,19258,0.5205146224120223,group
Meiji Restoration,Politics,126,0.24324324324324326,85,0.1640926640926641,sector
Meiji Restoration,Administration & Law,41,0.07915057915057915,16,0.03088803088803089,sector
Meiji Restoration,Military,198,0.38223938223938225,133,0.25675675675675674,sector
Meiji Restoration,Religion,16,0.03088803088803089,9,0.017374517374517374,sector
Meiji Restoration,Nobility,147,0.28378378378378377,60,0.11583011583011583,sector
Meiji Restoration,Kinship,37,0.07142857142857142,11,0.021235521235521235,sector
Meiji Restoration,Big business,35,0.06756756756756757,23,0.0444015444015444,sector
Meiji Restoration,Small business,26,0.05019305019305019,4,0.007722007722007722,sector
Meiji Restoration,Academia,72,0.138996138996139,46,0.0888030888030888,sector
Meiji Restoration,Exploration & Invention,13,0.025096525096525095,8,0.015444015444015444,sector
Meiji Restoration,Culture (core),104,0.20077220077220076,93,0.17953667953667954,sector
Meiji Restoration,Culture (periphery),24,0.04633204633204633,7,0.013513513513513514,sector
Meiji Restoration,Sport & Games,23,0.0444015444015444,23,0.0444015444015444,sector
Meiji Restoration,Politics,126,0.24324324324324326,85,0.1640926640926641,group
Meiji Restoration,Administration & Law,41,0.07915057915057915,16,0.03088803088803089,group
Meiji Restoration,Military,198,0.38223938223938225,133,0.25675675675675674,group
Meiji Restoration,Business,59,0.1138996138996139,27,0.052123552123552123,group
Meiji Restoration,Nobility & Kinship,172,0.33204633204633205,71,0.13706563706563707,group
Meiji Restoration,Religion,16,0.03088803088803089,9,0.017374517374517374,group
Meiji Restoration,Learning & Culture,178,0.3436293436293436,154,0.2972972972972973,group
Mexican Revolution,Politics,640,0.3328133125325013,402,0.20904836193447737,sector
Mexican Revolution,Administration & Law,264,0.1372854914196568,162,0.0842433697347894,sector
Mexican Revolution,Military,658,0.3421736869474779,488,0.25377015080603227,sector
Mexican Revolution,Religion,159,0.08268330733229329,117,0.060842433697347896,sector
Mexican Revolution,Nobility,22,0.011440457618304731,6,0.0031201248049922,sector
Mexican Revolution,Kinship,120,0.062402496099843996,15,0.0078003120124804995,sector
Mexican Revolution,Big business,68,0.03536141445657826,27,0.014040561622464899,sector
Mexican Revolution,Small business,99,0.0514820592823713,12,0.0062402496099844,sector
Mexican Revolution,Academia,326,0.16952678107124286,179,0.09308372334893396,sector
Mexican Revolution,Exploration & Invention,45,0.0234009360374415,17,0.008840353614144566,sector
Mexican Revolution,Culture (core),491,0.25533021320852833,391,0.20332813312532502,sector
Mexican Revolution,Culture (periphery),156,0.0811232449297972,47,0.024440977639105563,sector
Mexican Revolution,Sport & Games,88,0.045761830473218926,60,0.031201248049921998,sector
Mexican Revolution,Politics,640,0.3328133125325013,402,0.20904836193447737,group
Mexican Revolution,Administration & Law,264,0.1372854914196568,162,0.0842433697347894,group
Mexican Revolution,Military,658,0.3421736869474779,488,0.25377015080603227,group
Mexican Revolution,Business,162,0.0842433697347894,39,0.0202808112324493,group
Mexican Revolution,Nobility & Kinship,137,0.07124284971398856,21,0.0109204368174727,group
Mexican Revolution,Religion,159,0.08268330733229329,117,0.060842433697347896,group
Mexican Revolution,Learning & Culture,833,0.4331773270930837,634,0.3296931877275091,group
Xinhai Revolution,Politics,397,0.4777376654632972,268,0.32250300842358604,sector
Xinhai Revolution,Administration & Law,76,0.0914560770156438,41,0.049338146811071,sector
Xinhai Revolution,Military,178,0.21419975932611313,111,0.13357400722021662,sector
Xinhai Revolution,Religion,110,0.13237063778580024,95,0.11432009626955475,sector
Xinhai Revolution,Nobility,40,0.048134777376654635,17,0.02045728038507822,sector
Xinhai Revolution,Kinship,55,0.06618531889290012,8,0.009626955475330927,sector
Xinhai Revolution,Big business,62,0.07460890493381468,34,0.04091456077015644,sector
Xinhai Revolution,Small business,48,0.05776173285198556,9,0.010830324909747292,sector
Xinhai Revolution,Academia,197,0.23706377858002406,128,0.15403128760529483,sector
Xinhai Revolution,Exploration & Invention,11,0.013237063778580024,6,0.007220216606498195,sector
Xinhai Revolution,Culture (core),106,0.12755716004813478,72,0.08664259927797834,sector
Xinhai Revolution,Culture (periphery),27,0.032490974729241874,11,0.013237063778580024,sector
Xinhai Revolution,Sport & Games,38,0.0457280385078219,31,0.03730445246690734,sector
Xinhai Revolution,Politics,397,0.4777376654632972,268,0.32250300842358604,group
Xinhai Revolution,Administration & Law,76,0.0914560770156438,41,0.049338146811071,group
Xinhai Revolution,Military,178,0.21419975932611313,111,0.13357400722021662,group
Xinhai Revolution,Business,108,0.1299638989169675,43,0.05174488567990373,group
Xinhai Revolution,Nobility & Kinship,93,0.11191335740072202,25,0.030084235860409144,group
Xinhai Revolution,Religion,110,0.13237063778580024,95,0.11432009626955475,group
Xinhai Revolution,Learning & Culture,302,0.36341756919374246,217,0.2611311672683514,group
Russian Revolution,Politics,3068,0.22032315978456016,2196,0.1577019748653501,sector
Russian Revolution,Administration & Law,840,0.06032315978456014,370,0.02657091561938959,sector
Russian Revolution,Military,1796,0.1289766606822262,1323,0.09500897666068223,sector
Russian Revolution,Religion,821,0.058958707360861756,555,0.03985637342908438,sector
Russian Revolution,Nobility,444,0.031885098743267504,127,0.009120287253141832,sector
Russian Revolution,Kinship,556,0.039928186714542194,51,0.0036624775583482946,sector
Russian Revolution,Big business,345,0.024775583482944345,165,0.0118491921005386,sector
Russian Revolution,Small business,847,0.06082585278276481,122,0.008761220825852782,sector
Russian Revolution,Academia,3820,0.27432675044883303,2715,0.19497307001795333,sector
Russian Revolution,Exploration & Invention,526,0.0377737881508079,226,0.01622980251346499,sector
Russian Revolution,Culture (core),4984,0.3579174147217235,4463,0.32050269299820466,sector
Russian Revolution,Culture (periphery),1437,0.10319569120287253,584,0.04193895870736086,sector
Russian Revolution,Sport & Games,1110,0.07971274685816876,1028,0.07382405745062837,sector
Russian Revolution,Politics,3068,0.22032315978456016,2196,0.1577019748653501,group
Russian Revolution,Administration & Law,840,0.06032315978456014,370,0.02657091561938959,group
Russian Revolution,Military,1796,0.1289766606822262,1323,0.09500897666068223,group
Russian Revolution,Business,1165,0.0836624775583483,287,0.020610412926391382,group
Russian Revolution,Nobility & Kinship,929,0.0667145421903052,178,0.012782764811490125,group
Russian Revolution,Religion,821,0.058958707360861756,555,0.03985637342908438,group
Russian Revolution,Learning & Culture,9004,0.6466068222621185,7988,0.5736445242369839,group
German Revolution,Politics,14281,0.2643748380169573,11577,0.2143174497389759,sector
German Revolution,Administration & Law,5822,0.10777888851864194,3147,0.05825835832500278,sector
German Revolution,Military,4460,0.08256507090229183,3228,0.059757858491613906,sector
German Revolution,Religion,2264,0.04191195527416787,1201,0.022233329630863784,sector
German Revolution,Nobility,888,0.016438964789514607,339,0.006275685882483616,sector
German Revolution,Kinship,757,0.014013847236106483,75,0.0013884260801954903,sector
German Revolution,Big business,2959,0.05477803695064608,1802,0.03335925062016365,sector
German Revolution,Small business,4453,0.08243548446814025,1100,0.020363582509533858,sector
German Revolution,Academia,16497,0.30539820059980005,12906,0.23892035988003998,sector
German Revolution,Exploration & Invention,1755,0.032489170276574476,814,0.015069051057055055,sector
German Revolution,Culture (core),16074,0.2975674775074975,13832,0.2560627938835203,sector
German Revolution,Culture (periphery),5121,0.09480173275574809,2669,0.04940945610722352,sector
German Revolution,Sport & Games,1629,0.030156614461846053,1328,0.02458439779332815,sector
German Revolution,Politics,14281,0.2643748380169573,11577,0.2143174497389759,group
German Revolution,Administration & Law,5822,0.10777888851864194,3147,0.05825835832500278,group
German Revolution,Military,4460,0.08256507090229183,3228,0.059757858491613906,group
German Revolution,Business,6907,0.1278647858121367,2902,0.05372283312969751,group
German Revolution,Nobility & Kinship,1503,0.02782405864711763,414,0.007664111962679107,group
German Revolution,Religion,2264,0.04191195527416787,1201,0.022233329630863784,group
German Revolution,Learning & Culture,33168,0.6140175497056537,30221,0.5594616609278389,group
Irish revolution,Politics,1118,0.360180412371134,964,0.31056701030927836,sector
Irish revolution,Administration & Law,243,0.0782860824742268,117,0.03769329896907216,sector
Irish revolution,Military,264,0.08505154639175258,140,0.045103092783505154,sector
Irish revolution,Religion,278,0.0895618556701031,213,0.06862113402061856,sector
Irish revolution,Nobility,75,0.02416237113402062,29,0.009342783505154639,sector
Irish revolution,Kinship,124,0.03994845360824742,30,0.009664948453608248,sector
Irish revolution,Big business,103,0.03318298969072165,26,0.008376288659793814,sector
Irish revolution,Small business,238,0.07667525773195877,35,0.011275773195876288,sector
Irish revolution,Academia,405,0.13047680412371135,254,0.0818298969072165,sector
Irish revolution,Exploration & Invention,77,0.024806701030927834,31,0.009987113402061855,sector
Irish revolution,Culture (core),624,0.20103092783505155,521,0.16784793814432988,sector
Irish revolution,Culture (periphery),154,0.04961340206185567,48,0.015463917525773196,sector
Irish revolution,Sport & Games,728,0.2345360824742268,696,0.22422680412371135,sector
Irish revolution,Politics,1118,0.360180412371134,964,0.31056701030927836,group
Irish revolution,Administration & Law,243,0.0782860824742268,117,0.03769329896907216,group
Irish revolution,Military,264,0.08505154639175258,140,0.045103092783505154,group
Irish revolution,Business,336,0.10824742268041238,61,0.019652061855670103,group
Irish revolution,Nobility & Kinship,189,0.06088917525773196,59,0.019007731958762885,group
Irish revolution,Religion,278,0.0895618556701031,213,0.06862113402061856,group
Irish revolution,Learning & Culture,1090,0.35115979381443296,854,0.27512886597938147,group
Turkish revolution,Politics,331,0.4584487534626039,206,0.2853185595567867,sector
Turkish revolution,Administration & Law,85,0.11772853185595568,31,0.04293628808864266,sector
Turkish revolution,Military,217,0.30055401662049863,152,0.21052631578947367,sector
Turkish revolution,Religion,44,0.060941828254847646,25,0.03462603878116344,sector
Turkish revolution,Nobility,34,0.04709141274238227,13,0.018005540166204988,sector
Turkish revolution,Kinship,35,0.04847645429362881,8,0.0110803324099723,sector
Turkish revolution,Big business,13,0.018005540166204988,4,0.00554016620498615,sector
Turkish revolution,Small business,12,0.01662049861495845,2,0.002770083102493075,sector
Turkish revolution,Academia,105,0.14542936288088643,66,0.09141274238227147,sector
Turkish revolution,Exploration & Invention,6,0.008310249307479225,2,0.002770083102493075,sector
Turkish revolution,Culture (core),178,0.24653739612188366,142,0.19667590027700832,sector
Turkish revolution,Culture (periphery),57,0.07894736842105263,21,0.029085872576177285,sector
Turkish revolution,Sport & Games,54,0.07479224376731301,50,0.06925207756232687,sector
Turkish revolution,Politics,331,0.4584487534626039,206,0.2853185595567867,group
Turkish revolution,Administration & Law,85,0.11772853185595568,31,0.04293628808864266,group
Turkish revolution,Military,217,0.30055401662049863,152,0.21052631578947367,group
Turkish revolution,Business,25,0.03462603878116344,6,0.008310249307479225,group
Turkish revolution,Nobility & Kinship,57,0.07894736842105263,21,0.029085872576177285,group
Turkish revolution,Religion,44,0.060941828254847646,25,0.03462603878116344,group
Turkish revolution,Learning & Culture,285,0.39473684210526316,231,0.31994459833795014,group
Chinese Communist Revolution,Politics,1077,0.39918458117123795,772,0.2861378799110452,sector
Chinese Communist Revolution,Administration & Law,227,0.08413639733135655,115,0.04262416604892513,sector
Chinese Communist Revolution,Military,364,0.13491475166790215,184,0.0681986656782802,sector
Chinese Communist Revolution,Religion,200,0.07412898443291327,172,0.06375092661230541,sector
Chinese Communist Revolution,Nobility,40,0.014825796886582653,14,0.005189028910303929,sector
Chinese Communist Revolution,Kinship,128,0.04744255003706449,22,0.00815418828762046,sector
Chinese Communist Revolution,Big business,109,0.04040029651593773,69,0.02557449962935508,sector
Chinese Communist Revolution,Small business,175,0.06486286137879911,55,0.020385470719051148,sector
Chinese Communist Revolution,Academia,761,0.282060785767235,568,0.21052631578947367,sector
Chinese Communist Revolution,Exploration & Invention,69,0.02557449962935508,29,0.010748702742772424,sector
Chinese Communist Revolution,Culture (core),625,0.23165307635285395,522,0.19347664936990364,sector
Chinese Communist Revolution,Culture (periphery),121,0.044848035581912526,51,0.018902891030392884,sector
Chinese Communist Revolution,Sport & Games,138,0.05114899925871016,125,0.046330615270570794,sector
Chinese Communist Revolution,Politics,1077,0.39918458117123795,772,0.2861378799110452,group
Chinese Communist Revolution,Administration & Law,227,0.08413639733135655,115,0.04262416604892513,group
Chinese Communist Revolution,Military,364,0.13491475166790215,184,0.0681986656782802,group
Chinese Communist Revolution,Business,280,0.10378057820607858,124,0.04595997034840623,group
Chinese Communist Revolution,Nobility & Kinship,161,0.05967383246849518,36,0.013343217197924388,group
Chinese Communist Revolution,Religion,200,0.07412898443291327,172,0.06375092661230541,group
Chinese Communist Revolution,Learning & Culture,1366,0.5063009636767977,1170,0.4336545589325426,group
Cuban Revolution,Politics,213,0.16904761904761906,132,0.10476190476190476,sector
Cuban Revolution,Administration & Law,103,0.08174603174603175,58,0.046031746031746035,sector
Cuban Revolution,Military,72,0.05714285714285714,32,0.025396825396825397,sector
Cuban Revolution,Religion,37,0.029365079365079365,25,0.01984126984126984,sector
Cuban Revolution,Nobility,12,0.009523809523809525,3,0.002380952380952381,sector
Cuban Revolution,Kinship,49,0.03888888888888889,5,0.003968253968253968,sector
Cuban Revolution,Big business,26,0.020634920634920634,8,0.006349206349206349,sector
Cuban Revolution,Small business,39,0.030952380952380953,10,0.007936507936507936,sector
Cuban Revolution,Academia,133,0.10555555555555556,68,0.05396825396825397,sector
Cuban Revolution,Exploration & Invention,14,0.011111111111111112,2,0.0015873015873015873,sector
Cuban Revolution,Culture (core),604,0.4793650793650794,563,0.44682539682539685,sector
Cuban Revolution,Culture (periphery),134,0.10634920634920635,50,0.03968253968253968,sector
Cuban Revolution,Sport & Games,314,0.2492063492063492,304,0.24126984126984127,sector
Cuban Revolution,Politics,213,0.16904761904761906,132,0.10476190476190476,group
Cuban Revolution,Administration & Law,103,0.08174603174603175,58,0.046031746031746035,group
Cuban Revolution,Military,72,0.05714285714285714,32,0.025396825396825397,group
Cuban Revolution,Business,63,0.05,18,0.014285714285714285,group
Cuban Revolution,Nobility & Kinship,58,0.046031746031746035,8,0.006349206349206349,group
Cuban Revolution,Religion,37,0.029365079365079365,25,0.01984126984126984,group
Cuban Revolution,Learning & Culture,731,0.5801587301587302,683,0.542063492063492,group
Iranian Revolution,Politics,707,0.29070723684210525,524,0.21546052631578946,sector
Iranian Revolution,Administration & Law,136,0.05592105263157895,55,0.02261513157894737,sector
Iranian Revolution,Military,110,0.04523026315789474,76,0.03125,sector
Iranian Revolution,Religion,170,0.06990131578947369,79,0.03248355263157895,sector
Iranian Revolution,Nobility,29,0.011924342105263159,11,0.004523026315789474,sector
Iranian Revolution,Kinship,77,0.031661184210526314,21,0.008634868421052632,sector
Iranian Revolution,Big business,111,0.04564144736842105,50,0.02055921052631579,sector
Iranian Revolution,Small business,108,0.044407894736842105,10,0.004111842105263158,sector
Iranian Revolution,Academia,656,0.26973684210526316,391,0.16077302631578946,sector
Iranian Revolution,Exploration & Invention,80,0.03289473684210526,15,0.006167763157894737,sector
Iranian Revolution,Culture (core),883,0.36307565789473684,763,0.3137335526315789,sector
Iranian Revolution,Culture (periphery),207,0.08511513157894737,67,0.027549342105263157,sector
Iranian Revolution,Sport & Games,393,0.16159539473684212,370,0.15213815789473684,sector
Iranian Revolution,Politics,707,0.29070723684210525,524,0.21546052631578946,group
Iranian Revolution,Administration & Law,136,0.05592105263157895,55,0.02261513157894737,group
Iranian Revolution,Military,110,0.04523026315789474,76,0.03125,group
Iranian Revolution,Business,218,0.08963815789473684,60,0.024671052631578948,group
Iranian Revolution,Nobility & Kinship,95,0.0390625,32,0.013157894736842105,group
Iranian Revolution,Religion,170,0.06990131578947369,79,0.03248355263157895,group
Iranian Revolution,Learning & Culture,1485,0.610608552631579,1236,0.5082236842105263,group
